Word,Frequency,letter0,letter1,letter2,letter3,letter4
spool,1499516,s,p,o,o,l
demon,4602331,d,e,m,o,n
moody,3776452,m,o,o,d,y
annex,8465905,a,n,n,e,x
begin,45434902,b,e,g,i,n
fuzzy,5241931,f,u,z,z,y
patch,39999745,p,a,t,c,h
water,215178488,w,a,t,e,r
lumpy,296904,l,u,m,p,y
admin,37835381,a,d,m,i,n
omega,10289113,o,m,e,g,a
limit,38290292,l,i,m,i,t
tabby,504455,t,a,b,b,y
macho,797523,m,a,c,h,o
aisle,1917319,a,i,s,l,e
skiff,281833,s,k,i,f,f
basis,59901425,b,a,s,i,s
plank,1265284,p,l,a,n,k
verge,1422550,v,e,r,g,e
botch,92410,b,o,t,c,h
crawl,2859784,c,r,a,w,l
lousy,1095083,l,o,u,s,y
slain,1281084,s,l,a,i,n
cubic,5774261,c,u,b,i,c
raise,21099943,r,a,i,s,e
wrack,68820,w,r,a,c,k
guide,213378807,g,u,i,d,e
foist,55908,f,o,i,s,t
cameo,1517437,c,a,m,e,o
under,313296421,u,n,d,e,r
actor,16282891,a,c,t,o,r
revue,1290094,r,e,v,u,e
fraud,15378751,f,r,a,u,d
harpy,107008,h,a,r,p,y
scoop,5272369,s,c,o,o,p
climb,5697476,c,l,i,m,b
refer,27099706,r,e,f,e,r
olden,318215,o,l,d,e,n
clerk,11923960,c,l,e,r,k
debar,52384,d,e,b,a,r
tally,1812605,t,a,l,l,y
ethic,1333320,e,t,h,i,c
cairn,688283,c,a,i,r,n
tulle,336799,t,u,l,l,e
ghoul,247064,g,h,o,u,l
hilly,511265,h,i,l,l,y
crude,5119129,c,r,u,d,e
apart,16507181,a,p,a,r,t
scale,46307526,s,c,a,l,e
older,44222089,o,l,d,e,r
plain,23747230,p,l,a,i,n
sperm,5944531,s,p,e,r,m
briny,66915,b,r,i,n,y
abbot,992552,a,b,b,o,t
rerun,763880,r,e,r,u,n
quest,14258533,q,u,e,s,t
crisp,3880385,c,r,i,s,p
bound,22303643,b,o,u,n,d
befit,31021,b,e,f,i,t
drawn,14827380,d,r,a,w,n
suite,44829675,s,u,i,t,e
itchy,1181967,i,t,c,h,y
cheer,3648929,c,h,e,e,r
bagel,792721,b,a,g,e,l
guess,28743465,g,u,e,s,s
broad,21370126,b,r,o,a,d
axiom,1495473,a,x,i,o,m
chard,459373,c,h,a,r,d
caput,105633,c,a,p,u,t
leant,101406,l,e,a,n,t
harsh,4087715,h,a,r,s,h
curse,3982181,c,u,r,s,e
proud,17167504,p,r,o,u,d
swing,12734467,s,w,i,n,g
opine,103450,o,p,i,n,e
taste,17311343,t,a,s,t,e
lupus,1538621,l,u,p,u,s
gumbo,467464,g,u,m,b,o
miner,2264812,m,i,n,e,r
green,108287905,g,r,e,e,n
chasm,517410,c,h,a,s,m
lipid,2662396,l,i,p,i,d
topic,149001702,t,o,p,i,c
armor,6001844,a,r,m,o,r
brush,10018684,b,r,u,s,h
crane,4888961,c,r,a,n,e
mural,1367338,m,u,r,a,l
abled,122479,a,b,l,e,d
habit,4880657,h,a,b,i,t
bossy,163576,b,o,s,s,y
maker,16635947,m,a,k,e,r
dusky,390563,d,u,s,k,y
dizzy,1424316,d,i,z,z,y
lithe,135670,l,i,t,h,e
brook,6044943,b,r,o,o,k
jazzy,849457,j,a,z,z,y
fifty,8133138,f,i,f,t,y
sense,52629633,s,e,n,s,e
giant,17098874,g,i,a,n,t
surly,372213,s,u,r,l,y
legal,142048771,l,e,g,a,l
fatal,6779744,f,a,t,a,l
flunk,79790,f,l,u,n,k
began,38269468,b,e,g,a,n
prune,688443,p,r,u,n,e
small,208371878,s,m,a,l,l
slant,1313083,s,l,a,n,t
scoff,177728,s,c,o,f,f
torus,509986,t,o,r,u,s
ninny,38726,n,i,n,n,y
covey,720367,c,o,v,e,y
viper,2201559,v,i,p,e,r
taken,87019836,t,a,k,e,n
moral,13643598,m,o,r,a,l
vogue,2159792,v,o,g,u,e
owing,2399321,o,w,i,n,g
token,5672353,t,o,k,e,n
entry,80717798,e,n,t,r,y
booth,7723310,b,o,o,t,h
voter,4905374,v,o,t,e,r
chide,66368,c,h,i,d,e
elfin,168528,e,l,f,i,n
ebony,14831025,e,b,o,n,y
neigh,211412,n,e,i,g,h
minim,165667,m,i,n,i,m
melon,1355214,m,e,l,o,n
kneed,71162,k,n,e,e,d
decoy,514956,d,e,c,o,y
voila,506278,v,o,i,l,a
ankle,4146793,a,n,k,l,e
arrow,11563142,a,r,r,o,w
mushy,275321,m,u,s,h,y
tribe,7890695,t,r,i,b,e
cease,4081957,c,e,a,s,e
eager,4175668,e,a,g,e,r
birth,36286070,b,i,r,t,h
graph,15526746,g,r,a,p,h
odder,60826,o,d,d,e,r
terra,3747696,t,e,r,r,a
weird,11556427,w,e,i,r,d
tried,34201786,t,r,i,e,d
clack,246726,c,l,a,c,k
color,112965658,c,o,l,o,r
rough,11557184,r,o,u,g,h
weigh,3587993,w,e,i,g,h
uncut,3929056,u,n,c,u,t
ladle,372653,l,a,d,l,e
strip,18711440,s,t,r,i,p
craft,16528294,c,r,a,f,t
minus,7025364,m,i,n,u,s
dicey,161963,d,i,c,e,y
titan,3974407,t,i,t,a,n
lucid,1105349,l,u,c,i,d
vicar,825292,v,i,c,a,r
dress,27318959,d,r,e,s,s
ditch,2373753,d,i,t,c,h
gypsy,2201227,g,y,p,s,y
pasta,5855460,p,a,s,t,a
taffy,411033,t,a,f,f,y
flame,8527495,f,l,a,m,e
swoop,467481,s,w,o,o,p
aloof,294291,a,l,o,o,f
sight,13360499,s,i,g,h,t
broke,10460811,b,r,o,k,e
teary,137396,t,e,a,r,y
chart,35027490,c,h,a,r,t
sixty,4851534,s,i,x,t,y
wordy,180947,w,o,r,d,y
sheer,6684477,s,h,e,e,r
leper,200592,l,e,p,e,r
nosey,132182,n,o,s,e,y
bulge,881613,b,u,l,g,e
savor,506115,s,a,v,o,r
clamp,3639509,c,l,a,m,p
funky,5587279,f,u,n,k,y
foamy,226531,f,o,a,m,y
toxic,9065369,t,o,x,i,c
brand,82807581,b,r,a,n,d
plumb,631703,p,l,u,m,b
dingy,255349,d,i,n,g,y
butte,2505600,b,u,t,t,e
drill,8248787,d,r,i,l,l
tripe,215448,t,r,i,p,e
bicep,162754,b,i,c,e,p
tenor,2361385,t,e,n,o,r
krill,208654,k,r,i,l,l
worse,15677739,w,o,r,s,e
drama,20939845,d,r,a,m,a
hyena,268889,h,y,e,n,a
think,217856550,t,h,i,n,k
ratio,26457942,r,a,t,i,o
cobra,4412823,c,o,b,r,a
basil,2757419,b,a,s,i,l
scrum,425870,s,c,r,u,m
bused,62772,b,u,s,e,d
phone,256643812,p,h,o,n,e
court,127719981,c,o,u,r,t
camel,11005001,c,a,m,e,l
proof,26305059,p,r,o,o,f
heard,45436523,h,e,a,r,d
angel,25294123,a,n,g,e,l
petal,895903,p,e,t,a,l
pouty,69818,p,o,u,t,y
throb,212889,t,h,r,o,b
maybe,51895609,m,a,y,b,e
fetal,3127968,f,e,t,a,l
sprig,143773,s,p,r,i,g
spine,5370074,s,p,i,n,e
shout,3965861,s,h,o,u,t
cadet,1717624,c,a,d,e,t
macro,9885853,m,a,c,r,o
dodgy,571643,d,o,d,g,y
satyr,136838,s,a,t,y,r
rarer,296244,r,a,r,e,r
binge,850412,b,i,n,g,e
trend,15747018,t,r,e,n,d
nutty,686428,n,u,t,t,y
leapt,411241,l,e,a,p,t
amiss,271389,a,m,i,s,s
split,19998411,s,p,l,i,t
myrrh,294893,m,y,r,r,h
width,25182453,w,i,d,t,h
sonar,1341822,s,o,n,a,r
tower,20686918,t,o,w,e,r
baron,3504549,b,a,r,o,n
fever,8582665,f,e,v,e,r
waver,217064,w,a,v,e,r
spark,4842423,s,p,a,r,k
belie,103562,b,e,l,i,e
sloop,295505,s,l,o,o,p
expel,467751,e,x,p,e,l
smote,276278,s,m,o,t,e
baler,153800,b,a,l,e,r
above,141894620,a,b,o,v,e
north,217809513,n,o,r,t,h
wafer,1554217,w,a,f,e,r
scant,543285,s,c,a,n,t
frill,99652,f,r,i,l,l
awash,274221,a,w,a,s,h
snack,3847152,s,n,a,c,k
scowl,115386,s,c,o,w,l
frail,696174,f,r,a,i,l
drift,3889505,d,r,i,f,t
limbo,847468,l,i,m,b,o
fence,6796605,f,e,n,c,e
motel,9170238,m,o,t,e,l
ounce,3268355,o,u,n,c,e
wreak,316442,w,r,e,a,k
revel,546018,r,e,v,e,l
talon,858061,t,a,l,o,n
prior,62949059,p,r,i,o,r
knelt,429464,k,n,e,l,t
cello,2358848,c,e,l,l,o
flake,847014,f,l,a,k,e
debug,9581095,d,e,b,u,g
anode,768949,a,n,o,d,e
crime,40361756,c,r,i,m,e
salve,423303,s,a,l,v,e
scout,6176157,s,c,o,u,t
imbue,105068,i,m,b,u,e
pinky,672775,p,i,n,k,y
stave,363443,s,t,a,v,e
vague,2783775,v,a,g,u,e
chock,508651,c,h,o,c,k
fight,30784313,f,i,g,h,t
video,365410017,v,i,d,e,o
stone,42494931,s,t,o,n,e
teach,19079783,t,e,a,c,h
cleft,787981,c,l,e,f,t
frost,5940685,f,r,o,s,t
prawn,510828,p,r,a,w,n
booty,14218854,b,o,o,t,y
twist,7240854,t,w,i,s,t
apnea,950562,a,p,n,e,a
stiff,3492842,s,t,i,f,f
plaza,14274314,p,l,a,z,a
ledge,1157598,l,e,d,g,e
tweak,1705761,t,w,e,a,k
board,212361059,b,o,a,r,d
grant,47609624,g,r,a,n,t
medic,1122716,m,e,d,i,c
bacon,5385205,b,a,c,o,n
cable,70082598,c,a,b,l,e
brawl,567755,b,r,a,w,l
slunk,40167,s,l,u,n,k
raspy,105094,r,a,s,p,y
forum,254478181,f,o,r,u,m
drone,725818,d,r,o,n,e
women,242520455,w,o,m,e,n
mucus,600467,m,u,c,u,s
boast,1239080,b,o,a,s,t
toddy,131875,t,o,d,d,y
coven,295821,c,o,v,e,n
tumor,7430480,t,u,m,o,r
truer,254461,t,r,u,e,r
wrath,2486700,w,r,a,t,h
stall,2114252,s,t,a,l,l
steam,11141309,s,t,e,a,m
axial,1685087,a,x,i,a,l
purer,145370,p,u,r,e,r
daily,105837757,d,a,i,l,y
trail,23648838,t,r,a,i,l
niche,3999108,n,i,c,h,e
mealy,116752,m,e,a,l,y
juice,10973425,j,u,i,c,e
nylon,10410171,n,y,l,o,n
plump,3386553,p,l,u,m,p
merry,6367037,m,e,r,r,y
flail,155382,f,l,a,i,l
papal,754586,p,a,p,a,l
wheat,8685589,w,h,e,a,t
berry,7551906,b,e,r,r,y
cower,95006,c,o,w,e,r
erect,2057313,e,r,e,c,t
brute,1216912,b,r,u,t,e
leggy,182670,l,e,g,g,y
snipe,425778,s,n,i,p,e
sinew,74869,s,i,n,e,w
skier,863046,s,k,i,e,r
penny,7162062,p,e,n,n,y
jumpy,168187,j,u,m,p,y
rally,9155530,r,a,l,l,y
umbra,321800,u,m,b,r,a
scary,5571680,s,c,a,r,y
modem,15984492,m,o,d,e,m
gross,16440590,g,r,o,s,s
avian,2877167,a,v,i,a,n
greed,1997460,g,r,e,e,d
satin,6620674,s,a,t,i,n
tonic,1393402,t,o,n,i,c
parka,688453,p,a,r,k,a
sniff,1041321,s,n,i,f,f
livid,270785,l,i,v,i,d
stark,3479265,s,t,a,r,k
trump,2879094,t,r,u,m,p
giddy,483433,g,i,d,d,y
reuse,3950428,r,e,u,s,e
taboo,3079923,t,a,b,o,o
avoid,36508203,a,v,o,i,d
quote,139242226,q,u,o,t,e
devil,12869511,d,e,v,i,l
liken,132264,l,i,k,e,n
gloss,3426618,g,l,o,s,s
gayer,62075,g,a,y,e,r
beret,330199,b,e,r,e,t
noise,25171520,n,o,i,s,e
gland,2561362,g,l,a,n,d
dealt,6174968,d,e,a,l,t
sling,1688770,s,l,i,n,g
rumor,2455494,r,u,m,o,r
opera,18225169,o,p,e,r,a
thigh,2171107,t,h,i,g,h
tonga,4813052,t,o,n,g,a
flare,2190533,f,l,a,r,e
wound,5820050,w,o,u,n,d
white,209863729,w,h,i,t,e
bulky,1181562,b,u,l,k,y
etude,338721,e,t,u,d,e
horse,58453720,h,o,r,s,e
circa,3475462,c,i,r,c,a
paddy,1668962,p,a,d,d,y
inbox,5845223,i,n,b,o,x
fizzy,194519,f,i,z,z,y
grain,10244623,g,r,a,i,n
exert,1109622,e,x,e,r,t
surge,5436623,s,u,r,g,e
gleam,356949,g,l,e,a,m
belle,5820002,b,e,l,l,e
salvo,454555,s,a,l,v,o
crush,3576348,c,r,u,s,h
fruit,22767191,f,r,u,i,t
sappy,216405,s,a,p,p,y
taker,625940,t,a,k,e,r
tract,5897046,t,r,a,c,t
ovine,146663,o,v,i,n,e
spiky,181090,s,p,i,k,y
frank,31392284,f,r,a,n,k
reedy,316918,r,e,e,d,y
filth,2077997,f,i,l,t,h
spasm,391339,s,p,a,s,m
heave,296454,h,e,a,v,e
mambo,5164902,m,a,m,b,o
right,273620358,r,i,g,h,t
clank,265523,c,l,a,n,k
trust,55157142,t,r,u,s,t
lumen,710305,l,u,m,e,n
borne,3379421,b,o,r,n,e
spook,318653,s,p,o,o,k
sauce,10968629,s,a,u,c,e
amber,11065507,a,m,b,e,r
lathe,1073261,l,a,t,h,e
carat,3398374,c,a,r,a,t
corer,96129,c,o,r,e,r
dirty,16101662,d,i,r,t,y
slyly,103507,s,l,y,l,y
affix,444121,a,f,f,i,x
alloy,5468839,a,l,l,o,y
taint,375008,t,a,i,n,t
sheep,8962638,s,h,e,e,p
kinky,3254161,k,i,n,k,y
wooly,256170,w,o,o,l,y
mauve,589931,m,a,u,v,e
flung,838045,f,l,u,n,g
yacht,5932756,y,a,c,h,t
fried,4364192,f,r,i,e,d
quail,1278967,q,u,a,i,l
brunt,489270,b,r,u,n,t
grimy,139160,g,r,i,m,y
curvy,360365,c,u,r,v,y
cagey,66504,c,a,g,e,y
rinse,1885846,r,i,n,s,e
deuce,970434,d,e,u,c,e
state,453104133,s,t,a,t,e
grasp,3270025,g,r,a,s,p
milky,1515925,m,i,l,k,y
bison,2002028,b,i,s,o,n
graft,1576259,g,r,a,f,t
sandy,9897487,s,a,n,d,y
baste,95369,b,a,s,t,e
flask,1150132,f,l,a,s,k
hedge,4041429,h,e,d,g,e
girly,778626,g,i,r,l,y
swash,265955,s,w,a,s,h
boney,409772,b,o,n,e,y
coupe,4874541,c,o,u,p,e
endow,195844,e,n,d,o,w
abhor,169167,a,b,h,o,r
welch,3031408,w,e,l,c,h
blade,11527988,b,l,a,d,e
tight,17981854,t,i,g,h,t
geese,1299115,g,e,e,s,e
miser,222219,m,i,s,e,r
mirth,381439,m,i,r,t,h
cloud,11337220,c,l,o,u,d
cabal,531622,c,a,b,a,l
leech,698609,l,e,e,c,h
close,107853068,c,l,o,s,e
tenth,3317039,t,e,n,t,h
pecan,1118027,p,e,c,a,n
droit,750988,d,r,o,i,t
grail,1122474,g,r,a,i,l
clone,9284578,c,l,o,n,e
guise,767344,g,u,i,s,e
ralph,12190683,r,a,l,p,h
tango,2727306,t,a,n,g,o
biddy,137910,b,i,d,d,y
smith,63357901,s,m,i,t,h
mower,1579636,m,o,w,e,r
payee,611882,p,a,y,e,e
serif,2109334,s,e,r,i,f
drape,484861,d,r,a,p,e
fifth,16255266,f,i,f,t,h
spank,5416004,s,p,a,n,k
glaze,1431525,g,l,a,z,e
allot,396325,a,l,l,o,t
truck,32136249,t,r,u,c,k
kayak,2628993,k,a,y,a,k
virus,36286003,v,i,r,u,s
testy,167487,t,e,s,t,y
tepee,52048,t,e,p,e,e
fully,48616832,f,u,l,l,y
zonal,536783,z,o,n,a,l
metro,18738665,m,e,t,r,o
curry,4029540,c,u,r,r,y
grand,56599468,g,r,a,n,d
banjo,1940675,b,a,n,j,o
axion,276049,a,x,i,o,n
bezel,1692595,b,e,z,e,l
occur,24679212,o,c,c,u,r
chain,35928367,c,h,a,i,n
nasal,2536094,n,a,s,a,l
gooey,335656,g,o,o,e,y
filer,702264,f,i,l,e,r
brace,2182960,b,r,a,c,e
allay,203474,a,l,l,a,y
pubic,923627,p,u,b,i,c
raven,4630541,r,a,v,e,n
plead,1125870,p,l,e,a,d
gnash,60339,g,n,a,s,h
flaky,442666,f,l,a,k,y
munch,699127,m,u,n,c,h
dully,66436,d,u,l,l,y
eking,26695,e,k,i,n,g
thing,97451660,t,h,i,n,g
slink,196197,s,l,i,n,k
hurry,3536968,h,u,r,r,y
theft,12744763,t,h,e,f,t
shorn,142311,s,h,o,r,n
pygmy,421975,p,y,g,m,y
ranch,10539650,r,a,n,c,h
wring,188579,w,r,i,n,g
lemon,9066930,l,e,m,o,n
shore,12568485,s,h,o,r,e
mamma,1368416,m,a,m,m,a
froze,594804,f,r,o,z,e
newer,7122879,n,e,w,e,r
style,101024266,s,t,y,l,e
moose,3581329,m,o,o,s,e
antic,147936,a,n,t,i,c
drown,1156106,d,r,o,w,n
vegan,2642418,v,e,g,a,n
chess,8293823,c,h,e,s,s
guppy,233792,g,u,p,p,y
union,72603888,u,n,i,o,n
lever,3566558,l,e,v,e,r
lorry,549887,l,o,r,r,y
image,197874283,i,m,a,g,e
cabby,61542,c,a,b,b,y
druid,1160196,d,r,u,i,d
exact,22304937,e,x,a,c,t
truth,35345925,t,r,u,t,h
dopey,169040,d,o,p,e,y
spear,2942538,s,p,e,a,r
cried,4352198,c,r,i,e,d
chime,1115076,c,h,i,m,e
crony,137861,c,r,o,n,y
stunk,76458,s,t,u,n,k
timid,657204,t,i,m,i,d
batch,7835050,b,a,t,c,h
gauge,9952466,g,a,u,g,e
rotor,2003039,r,o,t,o,r
crack,16633701,c,r,a,c,k
curve,11071177,c,u,r,v,e
latte,783412,l,a,t,t,e
witch,6671560,w,i,t,c,h
bunch,10355431,b,u,n,c,h
repel,439316,r,e,p,e,l
anvil,936808,a,n,v,i,l
soapy,303519,s,o,a,p,y
meter,22874915,m,e,t,e,r
broth,1297117,b,r,o,t,h
madly,545418,m,a,d,l,y
dried,6331606,d,r,i,e,d
scene,29372413,s,c,e,n,e
known,86395556,k,n,o,w,n
magma,992528,m,a,g,m,a
roost,608008,r,o,o,s,t
woman,70613606,w,o,m,a,n
thong,7747699,t,h,o,n,g
punch,6872844,p,u,n,c,h
pasty,231237,p,a,s,t,y
downy,288639,d,o,w,n,y
knead,235592,k,n,e,a,d
whirl,622629,w,h,i,r,l
rapid,19070672,r,a,p,i,d
clang,187651,c,l,a,n,g
anger,7991036,a,n,g,e,r
drive,107799371,d,r,i,v,e
goofy,1187234,g,o,o,f,y
email,443949646,e,m,a,i,l
music,414028837,m,u,s,i,c
stuff,81444510,s,t,u,f,f
bleep,397961,b,l,e,e,p
rider,8987802,r,i,d,e,r
mecca,1298392,m,e,c,c,a
folio,1842202,f,o,l,i,o
setup,23534848,s,e,t,u,p
verso,788583,v,e,r,s,o
quash,204823,q,u,a,s,h
fauna,2298940,f,a,u,n,a
gummy,281705,g,u,m,m,y
happy,63471922,h,a,p,p,y
newly,21102330,n,e,w,l,y
fussy,435961,f,u,s,s,y
relic,947341,r,e,l,i,c
guava,259541,g,u,a,v,a
ratty,148678,r,a,t,t,y
fudge,1969555,f,u,d,g,e
femur,446209,f,e,m,u,r
chirp,240510,c,h,i,r,p
forte,1795408,f,o,r,t,e
alibi,448710,a,l,i,b,i
whine,832743,w,h,i,n,e
petty,3195594,p,e,t,t,y
golly,329846,g,o,l,l,y
plait,103227,p,l,a,i,t
fleck,454043,f,l,e,c,k
felon,392714,f,e,l,o,n
gourd,502106,g,o,u,r,d
brown,64112042,b,r,o,w,n
thrum,28106,t,h,r,u,m
ficus,278867,f,i,c,u,s
stash,1553737,s,t,a,s,h
decry,203238,d,e,c,r,y
wiser,841127,w,i,s,e,r
junta,629394,j,u,n,t,a
visor,1850201,v,i,s,o,r
daunt,38855,d,a,u,n,t
scree,148396,s,c,r,e,e
impel,86447,i,m,p,e,l
await,1745587,a,w,a,i,t
press,179652730,p,r,e,s,s
whose,43634263,w,h,o,s,e
turbo,10058686,t,u,r,b,o
stoop,360440,s,t,o,o,p
speak,31324712,s,p,e,a,k
mangy,55682,m,a,n,g,y
eying,31044,e,y,i,n,g
inlet,3433125,i,n,l,e,t
crone,229759,c,r,o,n,e
pulse,18893735,p,u,l,s,e
mossy,470059,m,o,s,s,y
staid,194345,s,t,a,i,d
hence,14992334,h,e,n,c,e
pinch,2082769,p,i,n,c,h
teddy,5602073,t,e,d,d,y
sully,458846,s,u,l,l,y
snore,294125,s,n,o,r,e
ripen,191197,r,i,p,e,n
snowy,1631719,s,n,o,w,y
attic,3347389,a,t,t,i,c
going,155284081,g,o,i,n,g
leach,1516929,l,e,a,c,h
mouth,22880351,m,o,u,t,h
hound,2228633,h,o,u,n,d
clump,345355,c,l,u,m,p
tonal,707113,t,o,n,a,l
bigot,258267,b,i,g,o,t
peril,1258951,p,e,r,i,l
piece,44298807,p,i,e,c,e
blame,8170544,b,l,a,m,e
haute,1863024,h,a,u,t,e
spied,294373,s,p,i,e,d
undid,126166,u,n,d,i,d
intro,11938092,i,n,t,r,o
basal,1821739,b,a,s,a,l
shine,5881862,s,h,i,n,e
gecko,1230211,g,e,c,k,o
rodeo,3587192,r,o,d,e,o
guard,21137924,g,u,a,r,d
steer,2159937,s,t,e,e,r
loamy,138014,l,o,a,m,y
scamp,810996,s,c,a,m,p
scram,139774,s,c,r,a,m
manly,1260481,m,a,n,l,y
hello,32960381,h,e,l,l,o
vaunt,17134,v,a,u,n,t
organ,9077449,o,r,g,a,n
feral,897865,f,e,r,a,l
knock,5196013,k,n,o,c,k
extra,59377307,e,x,t,r,a
condo,6444848,c,o,n,d,o
adapt,4675567,a,d,a,p,t
willy,2273954,w,i,l,l,y
polka,1242601,p,o,l,k,a
rayon,934490,r,a,y,o,n
skirt,9981485,s,k,i,r,t
faith,35936559,f,a,i,t,h
torso,1769562,t,o,r,s,o
match,53532481,m,a,t,c,h
mercy,6831149,m,e,r,c,y
tepid,220695,t,e,p,i,d
sleek,2734565,s,l,e,e,k
riser,969986,r,i,s,e,r
twixt,73594,t,w,i,x,t
peace,47856201,p,e,a,c,e
flush,5625285,f,l,u,s,h
catty,107679,c,a,t,t,y
login,144200144,l,o,g,i,n
eject,935010,e,j,e,c,t
roger,15353411,r,o,g,e,r
rival,4298220,r,i,v,a,l
untie,146576,u,n,t,i,e
refit,197564,r,e,f,i,t
aorta,641057,a,o,r,t,a
adult,97583096,a,d,u,l,t
judge,30905832,j,u,d,g,e
rower,239796,r,o,w,e,r
artsy,333481,a,r,t,s,y
rural,30998929,r,u,r,a,l
shave,2580057,s,h,a,v,e
